Num. Nota,ID Nota Fiscal,Situacao,Cliente,Prestador,Valor da Nota,UF do Cliente,Data de Emissao,Tributavel,Valor para Receita,Descricao,Valor Total
000000000000758,609138874,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2985,79",SP,06/10/2023,S,"1287,79",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1287,79"
000000000000759,609147565,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5981,58",SP,06/10/2023,N,3612,SERVIÇO DE CARGA E DESCARGA,3612
000000000000759,609147565,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5981,58",SP,06/10/2023,S,"2369,58",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2369,58"
000000000000760,609217186,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,45100,SP,06/10/2023,N,28240,SERVIÇO DE CARGA E DESCARGA,28240
000000000000760,609217186,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,45100,SP,06/10/2023,S,16860,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,16860
000000000000761,609233026,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2534,DF,06/10/2023,N,1810,SERVIÇO DE CARGA E DESCARGA,1810
000000000000761,609233026,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2534,DF,06/10/2023,S,724,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,724
000000000000762,609237930,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,7747,RS,06/10/2023,N,5956,SERVIÇO DE CARGA E DESCARGA,5956
000000000000762,609237930,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,7747,RS,06/10/2023,S,1791,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,1791
000000000000763,609241860,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,06/10/2023,S,120,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,120
000000000000763,609241860,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,06/10/2023,N,280,SERVIÇO DE CARGA E DESCARGA,280
000000000000764,609244847,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4818,76",RS,06/10/2023,N,2550,SERVIÇO DE CARGA E DESCARGA,2550
000000000000764,609244847,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4818,76",RS,06/10/2023,S,"2268,76",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2268,76"
000000000000765,609250024,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,06/10/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000765,609250024,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,06/10/2023,S,160,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,160
000000000000766,609252359,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,500,SC,06/10/2023,N,340,SERVIÇO DE CARGA E DESCARGA,340
000000000000766,609252359,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,500,SC,06/10/2023,S,160,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,160
000000000000767,609255580,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,06/10/2023,N,520,SERVIÇO DE CARGA E DESCARGA,520
000000000000767,609255580,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,06/10/2023,S,"235,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"235,88"
000000000000768,609256495,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",PR,06/10/2023,N,260,SERVIÇO DE CARGA E DESCARGA,260
000000000000768,609256495,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",PR,06/10/2023,S,"117,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"117,94"
000000000000769,609257682,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",PR,06/10/2023,N,390,SERVIÇO DE CARGA E DESCARGA,390
000000000000769,609257682,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",PR,06/10/2023,S,"176,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"176,91"
000000000000770,609261099,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2067,64",RS,06/10/2023,N,1230,SERVIÇO DE CARGA E DESCARGA,1230
000000000000770,609261099,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2067,64",RS,06/10/2023,S,"837,64",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"837,64"
000000000000771,609262861,Normal,Transpanorama Transportes,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1680,PR,06/10/2023,N,1200,SERVIÇO DE CARGA E DESCARGA,1200
000000000000771,609262861,Normal,Transpanorama Transportes,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1680,PR,06/10/2023,S,480,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,480
000000000000772,609877236,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,11/10/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000000772,609877236,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,11/10/2023,S,"77,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"77,94"
000000000000773,609878876,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,11/10/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000773,609878876,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,11/10/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000000774,609879433,Normal,Dinâmica Real Distribuidora de Produtos Alimentícios,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,24",RS,11/10/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000774,609879433,Normal,Dinâmica Real Distribuidora de Produtos Alimentícios,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,24",RS,11/10/2023,S,"137,24",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,24"
000000000000775,609880286,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SC,11/10/2023,N,480,SERVIÇO DE CARGA E DESCARGA,480
000000000000775,609880286,Normal,TAC Transportes e Armazéns LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",SC,11/10/2023,S,"275,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"275,88"
000000000000776,609881545,Normal,DIFERENCIAL COMERCIO DE FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"446,91",RS,11/10/2023,N,300,SERVIÇO DE CARGA E DESCARGA,300
000000000000776,609881545,Normal,DIFERENCIAL COMERCIO DE FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"446,91",RS,11/10/2023,S,"146,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"146,91"
000000000000777,609882254,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2397,94",RS,11/10/2023,N,1240,SERVIÇO DE CARGA E DESCARGA,1240
000000000000777,609882254,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2397,94",RS,11/10/2023,S,"1157,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1157,94"
000000000000778,609895459,Normal,KLC TRANSPORTES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"596,91",RS,11/10/2023,N,450,SERVIÇO DE CARGA E DESCARGA,450
000000000000778,609895459,Normal,KLC TRANSPORTES,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"596,91",RS,11/10/2023,S,"146,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"146,91"
000000000000779,609896146,Normal,TRANSPORTADORA MINUANO LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"795,88",RS,11/10/2023,N,500,SERVIÇO DE CARGA E DESCARGA,500
000000000000779,609896146,Normal,TRANSPORTADORA MINUANO LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"795,88",RS,11/10/2023,S,"295,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"295,88"
000000000000780,609897249,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"526,91",RS,11/10/2023,N,350,SERVIÇO DE CARGA E DESCARGA,350
000000000000780,609897249,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"526,91",RS,11/10/2023,S,"176,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"176,91"
000000000000781,609959756,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,13/10/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000781,609959756,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,400,SC,13/10/2023,S,160,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,160
000000000000782,609960430,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,13/10/2023,N,260,SERVIÇO DE CARGA E DESCARGA,260
000000000000782,609960430,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,13/10/2023,S,"117,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"117,94"
000000000000783,609965239,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1133,88",RS,13/10/2023,N,660,SERVIÇO DE CARGA E DESCARGA,660
000000000000783,609965239,Normal,PATRUS TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1133,88",RS,13/10/2023,S,"473,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"473,88"
000000000000784,609966550,Substituida,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,13/10/2023,N,230,SERVIÇO DE CARGA E DESCARGA,230
000000000000784,609966550,Substituida,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",RS,13/10/2023,S,"147,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"147,94"
000000000000785,609969210,Normal,PORTOEXPRESS LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,476,SC,13/10/2023,N,340,SERVIÇO DE CARGA E DESCARGA,340
000000000000785,609969210,Normal,PORTOEXPRESS LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,476,SC,13/10/2023,S,136,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,136
000000000000786,609987534,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SC,13/10/2023,S,"38,97",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"38,97"
000000000000786,609987534,Normal,QUIMILOG TRANSPORTES E LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"188,97",SC,13/10/2023,N,150,SERVIÇO DE CARGA E DESCARGA,150
000000000000787,609998919,Normal,Transpanorama Transportes,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",PR,13/10/2023,N,390,SERVIÇO DE CARGA E DESCARGA,390
000000000000787,609998919,Normal,Transpanorama Transportes,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",PR,13/10/2023,S,"176,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"176,91"
000000000000788,610051841,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1862,DF,13/10/2023,N,1330,SERVIÇO DE CARGA E DESCARGA,1330
000000000000788,610051841,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,1862,DF,13/10/2023,S,532,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,532
000000000000789,610053783,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,13/10/2023,N,520,SERVIÇO DE CARGA E DESCARGA,520
000000000000789,610053783,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,13/10/2023,S,"235,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"235,88"
000000000000790,610055061,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,13/10/2023,N,520,SERVIÇO DE CARGA E DESCARGA,520
000000000000790,610055061,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,13/10/2023,S,"235,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"235,88"
000000000000791,610055449,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,13/10/2023,N,520,SERVIÇO DE CARGA E DESCARGA,520
000000000000791,610055449,Normal,STATUS Marcenaria,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"755,88",PR,13/10/2023,S,"235,88",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"235,88"
000000000000792,610056441,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,9564,RS,13/10/2023,N,7354,SERVIÇO DE CARGA E DESCARGA,7354
000000000000792,610056441,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,9564,RS,13/10/2023,S,2210,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,2210
000000000000793,610057705,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,43700,SP,13/10/2023,N,27480,SERVIÇO DE CARGA E DESCARGA,27480
000000000000793,610057705,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,43700,SP,13/10/2023,S,16220,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,16220
000000000000794,610059857,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,13/10/2023,N,260,SERVIÇO DE CARGA E DESCARGA,260
000000000000794,610059857,Normal,JOANINI TRANSPORTE RODOVIARIO DE CARGAS EIREL,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,13/10/2023,S,"117,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"117,94"
000000000000795,610061051,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,13/10/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000795,610061051,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,13/10/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000000796,610067159,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2532,38",SP,13/10/2023,N,1404,SERVIÇO DE CARGA E DESCARGA,1404
000000000000796,610067159,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"2532,38",SP,13/10/2023,S,"1128,38",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"1128,38"
000000000000797,610067899,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5356,46",SP,13/10/2023,N,2923,SERVIÇO DE CARGA E DESCARGA,2923
000000000000797,610067899,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"5356,46",SP,13/10/2023,S,"2433,46",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2433,46"
000000000000798,610068959,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"10474,48",RS,13/10/2023,N,"7684,98",SERVIÇO DE CARGA E DESCARGA,"7684,98"
000000000000798,610068959,Normal,TOMASI LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"10474,48",RS,13/10/2023,S,"2789,5",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2789,5"
000000000000799,610069458,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SP,13/10/2023,N,390,SERVIÇO DE CARGA E DESCARGA,390
000000000000799,610069458,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"566,91",SP,13/10/2023,S,"176,91",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"176,91"
000000000000800,610070125,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"337,94",RS,13/10/2023,N,200,SERVIÇO DE CARGA E DESCARGA,200
000000000000800,610070125,Normal,TRANSPORTES SILVEIRA GOMES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"337,94",RS,13/10/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000000801,610070449,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,750,SC,13/10/2023,N,"500,32",SERVIÇO DE CARGA E DESCARGA,"500,32"
000000000000801,610070449,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,750,SC,13/10/2023,S,"249,68",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"249,68"
000000000000802,610070650,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,520,SC,13/10/2023,N,400,SERVIÇO DE CARGA E DESCARGA,400
000000000000802,610070650,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,520,SC,13/10/2023,S,120,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,120
000000000000803,610070952,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,520,SC,13/10/2023,N,400,SERVIÇO DE CARGA E DESCARGA,400
000000000000803,610070952,Normal,TRANSPORTES MARVEL S.A.,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,520,SC,13/10/2023,S,120,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,120
000000000000804,610708457,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1700,73",RS,17/10/2023,N,900,SERVIÇO DE CARGA E DESCARGA,900
000000000000804,610708457,Normal,TRANSPORTES LUFT LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1700,73",RS,17/10/2023,S,"800,73",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"800,73"
000000000000805,611263818,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"337,94",RS,20/10/2023,N,230,SERVIÇO DE CARGA E DESCARGA,230
000000000000805,611263818,Normal,PETRYMAR TRANSPORTES LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"337,94",RS,20/10/2023,S,"107,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"107,94"
000000000000806,611291195,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,11982,RS,20/10/2023,N,9164,SERVIÇO DE CARGA E DESCARGA,9164
000000000000806,611291195,Normal,SILVESTRIN FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,11982,RS,20/10/2023,S,2818,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,2818
000000000000807,611292281,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,41300,SP,20/10/2023,N,25920,SERVIÇO DE CARGA E DESCARGA,25920
000000000000807,611292281,Normal,G2L LOGISTICA LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,41300,SP,20/10/2023,S,15380,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,15380
000000000000808,611292819,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4988,96",SP,20/10/2023,N,2884,SERVIÇO DE CARGA E DESCARGA,2884
000000000000808,611292819,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4988,96",SP,20/10/2023,S,"2104,96",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2104,96"
000000000000809,611294483,Substituida,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2254,SP,20/10/2023,N,1610,SERVIÇO DE CARGA E DESCARGA,1610
000000000000809,611294483,Substituida,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2254,SP,20/10/2023,S,644,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,644
000000000000810,611295035,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2254,DF,20/10/2023,N,1610,SERVIÇO DE CARGA E DESCARGA,1610
000000000000810,611295035,Normal,SUED EMPREENDIMENTOS E AGRO-NEGOCIOS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,2254,DF,20/10/2023,S,644,AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,644
000000000000811,611295333,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4894,69",SP,20/10/2023,N,2820,SERVIÇO DE CARGA E DESCARGA,2820
000000000000811,611295333,Normal,RODOVIARIO BEDIN LIMITADA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"4894,69",SP,20/10/2023,S,"2074,69",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"2074,69"
000000000000812,611296602,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1722,79",RS,20/10/2023,N,1040,SERVIÇO DE CARGA E DESCARGA,1040
000000000000812,611296602,Normal,ARM TOLFO TRANSP,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"1722,79",RS,20/10/2023,S,"682,79",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"682,79"
000000000000813,611300881,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,20/10/2023,N,240,SERVIÇO DE CARGA E DESCARGA,240
000000000000813,611300881,Normal,BJ transportes de itatiba ltda,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"377,94",SP,20/10/2023,S,"137,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"137,94"
000000000000814,611302212,Normal,DIFERENCIAL COMERCIO DE FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"297,94",RS,20/10/2023,S,"97,94",AGENCIAMENTO DE AJUDANTE DE CARGA E DESCARGA,"97,94"
000000000000814,611302212,Normal,DIFERENCIAL COMERCIO DE FRUTAS LTDA,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"297,94",RS,20/10/2023,N,200,SERVIÇO DE CARGA E DESCARGA,200
000000000000815,611303378,Normal,Dinâmica Real Distribuidora de Produtos Alimentícios,MOBSERVICE INOVACAO E TECNOLOGIA EM LOGISTICA LTDA,"715,88",RS,20/10/2023,N,520,SERVIÇO DE CARGA E DESCARGA,520
